"Reference","Institution_Name","Address_1","Address_2","Address_3","Town_Name","County_Name","Postcode","Telephone","Email","Institution_Type","Management_Type","Latitude","Longitude","Irish_Grid_Reference_X","Irish_Grid_Reference_Y","Current_Approved_Enrolment","Current_Approved_Admissions","Latest_Year_Data","Primary_Reception_Pupil","Number_Year_1","Number_Year_2","Number_Year_3","Number_Year_4","Number_Year_5","Number_Year_6","Number_Year_7","Number_Year_8","Number_Year_9","Number_Year_10","Number_Year_11","Number_Year_12","Number_Year_13","Number_Year_14","Number_Year_15","Number_of_FTE_Staff","Pupil_Teacher_Ratio"
"3036046","St Mary's-on-the-Hill Primary School","142 CARNMONEY ROAD","","","NEWTOWNABBEY","ANTRIM","BT36 6JU","028 9083 6284","info@stmarys.newtownabbey.ni.sch.uk","Primary school","Roman Catholic Maintained","54.67803","-5.95478","331972","383026","430","60","2015","0","59","57","51","60","41","51","44","","","","","","","","","15.45","23.5"
"5033011","St Marys Primary School Dechomet","6 CLOSKELT ROAD","BALLYWARD","","CASTLEWELLAN","DOWN","BT31 9QE","028 4065 0426","info@dechomet.ballyward.ni.sch.uk","Primary school","Roman Catholic Maintained","54.30277","-6.06921","325738","341051","95","14","2015","2","8","10","11","9","11","15","14","","","","","","","","","4","20"
"1036505","St Matthew's Primary School","SEAFORDE STREET","","","BELFAST","ANTRIM","BT5 4EW","028 9045 7885","info@stmatthewsps.belfast.ni.sch.uk","Primary school","Roman Catholic Maintained","54.5988","-5.90714","335307","374299","388","55","2015","0","40","40","42","35","31","19","25","","","","","","","","","14.22","19.98"
"2032286","St Matthew's Primary School","296 DRUMSURN ROAD","","","LIMAVADY","LONDONDERRY","BT49 0PX","028 7776 3887","info@stmatthewsps.drumsurn.ni.sch.uk","Primary school","Roman Catholic Maintained","54.99015","-6.8643","272745","416441","113","16","2015","0","17","9","19","7","12","11","13","","","","","","","","","4","22"
"2032612","St Matthew's Primary School","70 RAROGAN ROAD","GARVAGHEY","","DUNGANNON","TYRONE","BT70 2DY","028 8556 8401","info@stmatthewsps.ballygawley.ni.sch.uk","Primary school","Roman Catholic Maintained","54.48818","-7.13653","256008","360313","81","12","2015","0","5","5","4","6","7","2","7","","","","","","","","","1.8","20"
"5031653","St Matthew's Primary School Magheramayo","27 DOLLYS BRAE","BALLYWARD","","CASTLEWELLAN","DOWN","BT31 9AZ","028 4065 0311","info@magheramayo.castlewellan.ni.sch.uk","Primary school","Roman Catholic Maintained","54.27049","-6.01243","329535","337562","87","12","2015","0","7","19","11","10","13","4","15","","","","","","","","","4.2","18.81"
"2420043","St Michael's College","CHANTERHILL ROAD","","","ENNISKILLEN","FERMANAGH","BT74 6DE","028 6632 2935","info@stmichaels.enniskillen.ni.sch.uk","Secondary (grammar) school","Voluntary","54.35068","-7.61913","224815","344731","770","100","2015","","","","","","","","","104","103","101","99","104","117","93","0","46.6","15.47"
"1136315","St Michael's Nursery School","2 STEWARTSTOWN ROAD","","","BELFAST","ANTRIM","BT11 9JP","028 9043 1040","info@stmichaelsns.belfast.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.57261","-5.9966","329609","371215","","","2015","","","","","","","","","","","","","","","","","2","26.5"
"1036140","St Michael's Primary School","514 RAVENHILL ROAD","","","BELFAST","ANTRIM","BT6 0BW","028 9049 1529","info@stmichaels.belfast.ni.sch.uk","Primary school","Roman Catholic Maintained","54.57864","-5.91184","335070","372046","409","58","2015","0","60","60","60","60","58","59","57","","","","","","","","","17.1","24.21"
"5031070","St Michael's Primary School","86 DUNDALK STREET","NEWTOWNHAMILTON","","NEWRY","DOWN","BT35 0PB","028 3087 8297","info@stmichaels.nth.ni.sch.uk","Primary school","Roman Catholic Maintained","54.18749","-6.57514","293065","327437","101","14","2015","0","10","10","13","8","7","9","7","","","","","","","","","3.4","18.82"
"5031166","St Michael's Primary School","62 CLADYMORE ROAD","MOWHAN","","ARMAGH","ARMAGH","BT60 2EP","028 3750 7363","info@stmichaels.clady.ni.sch.uk","Primary school","Roman Catholic Maintained","54.25687","-6.56248","293734","335176","70","10","2015","0","9","9","8","6","6","2","8","","","","","","","","","3","16"
"5033006","St Michael's Primary School (Finnis)","145 RATHFRILAND ROAD FINNIS","DROMARA","","DROMORE","DOWN","BT25 2EE","028 9753 2404","info@stmichaels.finnis.ni.sch.uk","Primary school","Roman Catholic Maintained","54.36118","-6.02361","328524","347634","106","15","2015","4","15","7","9","11","11","5","10","","","","","","","","","3.65","19.75"
"2036090","St Naile's Primary School","KINAWLEY","","","ENNISKILLEN","FERMANAGH","BT92 4FJ","028 6774 8371","info@stnailesps.enniskillen.ni.sch.uk","Primary school","Roman Catholic Maintained","54.22325","-7.6459","223145","330537","141","20","2015","0","12","19","12","10","17","12","19","","","","","","","","","5.4","18.7"
"3036563","St Nicholas' Primary School","MINORCA PLACE","","","CARRICKFERGUS","ANTRIM","BT38 8AU","028 9335 1149","info@stnicholasps.carrickfergus.ni.sch.uk","Primary school","Roman Catholic Maintained","54.71399","-5.81492","340867","387300","232","30","2015","0","19","30","32","19","24","22","31","","","","","","","","","9","19.67"
"4036113","St Nicholas' Primary School","21 DOWNPATRICK ROAD","","","ARDGLASS","DOWN","BT30 7SF","028 4484 1343","info@stnicholasps.downpatrick.ni.sch.uk","Primary school","Roman Catholic Maintained","54.26514","-5.61375","355524","337771","269","30","2015","0","16","18","19","16","17","16","14","","","","","","","","","5","23.2"
"2031880","St Ninnidh's Primary School","DERRYLIN","","","ENNISKILLEN","FERMANAGH","BT92 9JZ","028 6774 8318","info@stninnidhsps.derrylin.ni.sch.uk","Primary school","Roman Catholic Maintained","54.19923","-7.57299","227917","327890","145","21","2015","0","22","15","26","16","24","14","17","","","","","","","","","7.2","18.61"
"3030719","St Olcan's Primary School","202 GLENSHESK ROAD","ARMOY","","BALLYMONEY","ANTRIM","BT53 8RJ","028 2075 1518","info@stolcansps.armoy.ni.sch.uk","Primary school","Roman Catholic Maintained","55.13147","-6.325","306886","432865","97","14","2015","0","9","15","13","12","8","8","9","","","","","","","","","4","18.5"
"1136383","St Oliver Plunkett Nursery School","GLEN ROAD","","","BELFAST","ANTRIM","BT11 8AY","028 9060 0529","info@stoliverplunkettns.belfast.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.57589","-6.01836","328192","371540","","","2015","","","","","","","","","","","","","","","","","2","26"
"1BB0322","St Oliver Plunkett Pre-School Playgroup","St Oliver Plunkett PS","452 Glen Road","","BELFAST","ANTRIM","BT11 8AY","9062 1720","stoliverplunkettpreschool@outlook.com","VP Pre-schools","Other","54.57589","-6.01652","328311","371543","","","2015","","","","","","","","","","","","","","","","","",""
"1036602","St Oliver Plunkett Primary School","452 GLEN ROAD","","","BELFAST","ANTRIM","BT11 8AY","028 9080 6777","info@stoliverplunkett.belfast.ni.sch.uk","Primary school","Roman Catholic Maintained","54.57589","-6.01652","328311","371543","825","118","2015","0","82","92","100","82","110","75","91","","","","","","","","","34.4","18.37"
"2036143","St Oliver Plunkett Primary School","PARKMORE DRIVE","STRATHFOYLE","","LONDONDERRY","LONDONDERRY","BT47 6XA","028 7186 0544","info@stoliverplunkett.derry.ni.sch.uk","Primary school","Roman Catholic Maintained","55.02999","-7.26977","246745","420530","273","39","2015","0","31","24","40","32","24","27","29","","","","","","","","","10","20.7"
"2036291","St Oliver Plunkett Primary School","9 LARAGH ROAD","BERAGH","","OMAGH","TYRONE","BT79 0TH","028 8075 8594","info@stoliverplunkettps.beragh.ni.sch.uk","Primary school","Roman Catholic Maintained","54.54752","-7.16592","254025","366896","145","21","2015","0","13","14","12","7","19","9","9","","","","","","","","","4.6","20.87"
"5030972","St Oliver Plunkett Primary School","11 SCHOOL ROAD","FORKHILL","","NEWRY","DOWN","BT35 9SN","028 3088 8374","info@stoliverplunketts.forkhill.ni.sch.uk","Primary school","Roman Catholic Maintained","54.08283","-6.45284","301303","315956","145","21","2015","0","16","23","21","24","25","17","16","","","","","","","","","5.8","24.48"
"5036180","St Oliver Plunkett Primary School","14 BALLYHEGAN ROAD","","","LOUGHGALL","ARMAGH","BT61 8PX","028 3889 1495","info@stoliverplunketts.ballyhegan.ni.sch.uk","Primary school","Roman Catholic Maintained","54.40814","-6.56368","293313","352011","116","17","2015","0","22","18","16","14","18","12","12","","","","","","","","","5","22.4"
"3033303","St Oliver Plunkett's Primary School","MAIN STREET","TOOMEBRIDGE","","ANTRIM","ANTRIM","BT41 3NJ","028 7965 0392","info@stoliverplunkett.toomebridge.ni.sch.uk","Primary school","Roman Catholic Maintained","54.75111","-6.46048","299177","390327","227","30","2015","0","28","32","32","35","20","13","24","","","","","","","","","10","21"
"5031135","St Oliver's Primary School (Carrickrovaddy)","2 ROXBOROUGH ROAD","NEWTOWNHAMILTON","","NEWRY","DOWN","BT35 0QJ","028 3087 8225","info@stolivers.carrickrovaddy.ni.sch.uk","Primary school","Roman Catholic Maintained","54.16016","-6.5412","295343","324440","54","8","2015","0","5","10","7","10","5","5","16","","","","","","","","","3.4","17.06"
"3036559","St Patrick's & St Brigid's Primary School","19 MOYLE ROAD","","","BALLYCASTLE","ANTRIM","BT54 6AN","028 2076 2765","info@stpandstbps.ballycastle.ni.sch.uk","Primary school","Roman Catholic Maintained","55.20341","-6.25189","311348","440987","406","58","2015","0","36","52","41","50","44","46","40","","","","","","","","","14.62","22.92"
"3032285","St Patrick's & St Joseph's Primary School","5 CHURCHTOWN ROAD","GARVAGH","","COLERAINE","LONDONDERRY","BT51 5BA","028 29558039","info@stpandstjps.garvagh.ni.sch.uk","Primary school","Roman Catholic Maintained","54.97608","-6.69379","283688","415065","189","27","2015","0","30","22","27","24","24","30","27","","","","","","","","","8.2","22.44"
"4230165","St Patrick's Academy","BALLINDERRY ROAD","","","LISBURN","ANTRIM","BT28 1TD","028 9266 4877","info@stpats.lisburn.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.50991","-6.06737","325225","364109","530","106","2015","","","","","","","","","57","72","80","77","83","47","33","0","33","13.61"
"5420304","St Patrick's Academy","37 KILLYMEAL ROAD","","","DUNGANNON","TYRONE","BT71 6DS","028 87727400","info@stpatricksacademy.dungannon.ni.sch.uk","Secondary (grammar) school","Voluntary","54.50805","-6.75833","280478","362892","1350","189","2015","","","","","","","","","196","198","198","195","203","184","194","0","90.29","15.15"
"3230234","St Patrick's Co-ed Comprehensive College","25 COLERAINE ROAD","","","MAGHERA","LONDONDERRY","BT46 5BN","028 7964 2451","info@stpatricks.maghera.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.84627","-6.67008","285481","400644","1355","190","2015","","","","","","","","","192","198","197","169","194","173","170","17","84","15.6"
"1230026","St Patrick's College","619-629 ANTRIM ROAD","BEARNAGHEEHA","","BELFAST","ANTRIM","BT15 4DZ","028 9077 0011","info@stpatrickscoll.belfast.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.63127","-5.93687","333280","377855","780","135","2015","","","","","","","","","111","110","94","127","113","81","38","0","48.4","13.93"
"2230144","St Patrick's College","9 CURRAGH ROAD","DUNGIVEN","","LONDONDERRY","LONDONDERRY","BT47 4SE","028 7774 1324","info@stpatricks.dungiven.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.92192","-6.91543","269590","408793","450","90","2015","","","","","","","","","44","43","45","34","42","22","25","3","19","13.58"
"3230084","St Patrick's College","BROUGHSHANE ROAD","","","BALLYMENA","ANTRIM","BT43 7DZ","028 25645059","info@stpatricks.ballymena.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.87485","-6.26493","311426","404395","760","150","2015","","","","","","","","","66","71","84","87","73","73","68","0","36.8","14.18"
"5230076","St Patrick's College","38 SCARVA ROAD","","","BANBRIDGE","DOWN","BT32 3AS","028 4066 2309","info@stpatricks.banbridge.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.3499","-6.28268","311715","345937","570","125","2015","","","","","","","","","64","48","46","47","60","14","20","0","22.2","13.47"
"5230293","St Patrick's College","41 Killymeal Road","","","DUNGANNON","TYRONE","BT71 6LJ","028 87722205","info@stpatrickscollege.dungannon.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.50953","-6.75483","280702","363060","575","100","2015","","","","","","","","","100","91","101","101","103","77","50","0","49.4","12.61"
"4420088","St Patrick's Grammar School","109 SAUL STREET","","","DOWNPATRICK","DOWN","BT30 6NJ","028 4461 9722","info@stpatricks.downpatrick.ni.sch.uk","Secondary (grammar) school","Voluntary","54.32991","-5.70803","349148","344776","665","96","2015","","","","","","","","","102","100","95","96","99","130","84","1","46","15.37"
"5420268","St Patrick's Grammar School","CATHEDRAL ROAD","","","ARMAGH","ARMAGH","BT61 7QZ","028 3752 2018","info@stpatricks.armagh.ni.sch.uk","Secondary (grammar) school","Voluntary","54.35368","-6.65825","287288","345828","1020","150","2015","","","","","","","","","132","151","153","145","161","147","79","4","63","15.43"
"5230187","St Patrick's High School","MIDDLETOWN ROAD","MADDAN ROAD","","KEADY","ARMAGH","BT60 3TH","028 3753 1393","info@stpatricks.keady.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.25237","-6.71223","283984","334486","1000","160","2015","","","","","","","","","153","165","172","159","132","129","108","9","61.4","16.73"
"2031828","St Patrick's Primary School","MULLINASKEA","GARVARY PO","","ENNISKILLEN","FERMANAGH","BT94 3AD","028 6632 6539","info@mullanaskea.enniskillen.ni.sch.uk","Primary school","Roman Catholic Maintained","54.36087","-7.5609","228594","345887","174","25","2015","0","27","33","27","29","33","30","27","","","","","","","","","8.6","23.95"
"2031874","St Patrick's Primary School","TONAGH ROAD","DERRYGONNELLY","","ENNISKILLEN","FERMANAGH","BT93 6LR","028 6864 1358","info@stpatricksps.derrygonnelly.ni.sch.uk","Primary school","Roman Catholic Maintained","54.42054","-7.82127","211651","352455","198","28","2015","1","18","14","23","21","11","18","20","","","","","","","","","6","21"
"2032676","St Patrick's Primary School","90 MAIN STREET","GORTIN","","OMAGH","TYRONE","BT79 8PU","028 8164 8420","info@stpatricksps.gortin.ni.sch.uk","Primary school","Roman Catholic Maintained","54.71749","-7.22829","249781","385770","142","20","2015","0","13","11","13","7","13","15","9","","","","","","","","","4.4","18.41"
"2032705","St Patrick's Primary School","171 NEWTOWNSAVILLE ROAD","ESKRA","","OMAGH","TYRONE","BT78 2RJ","028 8284 1067","info@stpatrickseskra.omagh.ni.sch.uk","Primary school","Roman Catholic Maintained","54.48305","-7.20258","251734","359692","86","12","2015","0","11","14","13","14","13","15","14","","","","","","","","","4.4","21.36"
"2036008","St Patrick's Primary School","59 DUBLIN STREET","NEWTOWNSTEWART","","OMAGH","TYRONE","BT78 4AQ","028 8166 1611","info@stpatricksps.newtownstewart.ni.sch.uk","Primary school","Roman Catholic Maintained","54.71451","-7.3805","239975","385341","145","21","2015","0","19","14","18","15","14","18","21","","","","","","","","","6","19.83"
"2036094","St Patrick's Primary School","73 CASTLEFIN ROAD","","","CASTLEDERG","TYRONE","BT81 7EE","028 8167 1458","info@stpatricks.castlederg.ni.sch.uk","Primary school","Roman Catholic Maintained","54.71659","-7.59551","226116","385471","259","30","2015","0","33","42","34","41","37","39","37","","","","","","","","","12.4","23.23"
"2036387","St Patrick's Primary School","49 LISNARAGH ROAD PLUMBRIDGE ROAD","DUNAMANAGH","","STRABANE","TYRONE","BT82 0QN","028 7139 8397","info@stpatricksduna.strabane.ni.sch.uk","Primary school","Roman Catholic Maintained","54.87055","-7.30932","244391","402755","106","15","2015","0","5","3","6","4","7","6","4","","","","","","","","","2.4","14.58"
"3030547","St Patrick's Primary School","109 CAUSEWAY STREET","","","PORTRUSH","ANTRIM","BT56 8JE","028 7082 3578","info@stpatricksps.portrush.ni.sch.uk","Primary school","Roman Catholic Maintained","55.2031","-6.64697","286196","440394","150","21","2015","0","15","11","7","12","8","10","8","","","","","","","","","4.6","15.43"
"3033320","St Patrick's Primary School","8 GORTAHAR ROAD","RASHARKIN","","BALLYMENA","ANTRIM","BT44 8SB","028 2957 1356","info@stpatricksps.ballymena.ni.sch.uk","Primary school","Roman Catholic Maintained","54.96034","-6.48302","297221","413586","273","39","2015","0","32","27","21","34","33","24","23","","","","","","","","","10","22"
"3036131","St Patrick's Primary School","244 GARRON ROAD","WATERFOOT GLENARIFFE","","BALLYMENA","ANTRIM","BT44 0RB","028 2177 1619","info@stpatricks.glenariff.ni.sch.uk","Primary school","Roman Catholic Maintained","55.05861","-6.05731","324184","425198","130","19","2015","0","10","17","17","17","15","24","11","","","","","","","","","5.2","21.35"
"3036154","St Patrick's Primary School","SHELTON ROAD","LOUGHGUILE","","BALLYMENA","ANTRIM","BT44 9JR","028 2764 1291","info@stpatricksps.loughguile.ni.sch.uk","Primary school","Roman Catholic Maintained","55.06468","-6.30514","308333","425461","232","30","2015","0","31","25","17","27","19","27","21","","","","","","","","","8","23.5"
