School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6762377,Cefn Fforest Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Fforest Avenue,Cefn Fforest,Blackwood,,NP12 3JX,01443830449,297.0,37.1,21.2,90.6,5411.0,,,,,,http://www.estyn.gov.wales/provider/6762377
6762378,PENLLWYN PRIMARY,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fleur-De-Lys Avenue,Pontllanfraith,Blackwood,,NP12 2NT,01495223505,144.0,54.0,22.0,88.9,4915.0,,,,,,http://www.estyn.gov.wales/provider/6762378
6762379,Blackwood Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Apollo Way,Blackwood,,,NP12 1WA,01495224111,381.0,31.5,22.3,88.9,4048.0,,,,,,http://www.estyn.gov.wales/provider/6762379
6762380,GLYN-GAER PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oxford Street Glyngaer,Gelligaer,Hengoed,Caerphilly,CF82 8FF,01443875519,227.0,16.3,19.1,92.6,4428.0,,,,,,http://www.estyn.gov.wales/provider/6762380
6762381,Park Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Park Crescent,Bargoed,,,CF81 8PN,01443875524,127.0,59.0,25.2,87.9,5373.0,,,,,,http://www.estyn.gov.wales/provider/6762381
6762382,Aberbargoed Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Ysgol Newydd,Bargoed,Caerphilly,,CF81 9DD,01443875512,224.0,41.9,24.4,89.6,4314.0,,,,,,http://www.estyn.gov.wales/provider/6762382
6762383,Trinant Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Conway Road,Pentwyn,Crumlin,,NP11 3JN,01495214357,186.0,54.3,21.6,92.5,4720.0,,,,,,http://www.estyn.gov.wales/provider/6762383
6762384,Ty Sign Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Elm Drive,Risca,Caerphilly,,NP11 6HJ,01633612813,439.0,32.4,20.9,90.4,4423.0,,,,,,http://www.estyn.gov.wales/provider/6762384
6762385,Tyn-Y-Wern Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Navigator Street,Trethomas,,,CF83 8FL,02920852528,246.0,30.9,20.3,90.4,5157.0,,,,,,http://www.estyn.gov.wales/provider/6762385
6762386,Twyn Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,East View,Caerphilly,,,CF83 1UT,02920852527,441.0,13.1,24.0,92.7,3968.0,,,,,,http://www.estyn.gov.wales/provider/6762386
6762387,White Rose Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,White Rose Way,New Tredegar,,,NP24 6DW,01443828060,244.0,37.6,20.4,90.6,4749.0,,,,,,http://www.estyn.gov.wales/provider/6762387
6762388,Ysgol Bro Sannan,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ty Fry Road,Aberbargoed,Bargoed,,CF81 9FN,01443828000,136.0,33.7,24.5,91.6,4816.0,,,,,,http://www.estyn.gov.wales/provider/6762388
6762389,Plasyfelin Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lewis Drive,Churchill Park,Caerphilly,,CF83 3FT,02920852523,303.0,34.8,20.1,90.9,4292.0,,,,,,http://www.estyn.gov.wales/provider/6762389
6762390,St James Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lansbury Park,Caerphilly,,,CF83 3GT,02920852522,294.0,66.5,17.1,87.9,5393.0,,,,,,http://www.estyn.gov.wales/provider/6762390
6762391,St Gwladys Bargoed School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Church Place,Bargoed,,,CF81 8RP,01443875523,448.0,31.6,27.2,90.6,4145.0,,,,,,http://www.estyn.gov.wales/provider/6762391
6762392,Rhiw syr Dafydd Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes-y-Garn Road,Oakdale,Blackwood,,NP12 0NA,01495222829,613.0,14.0,20.8,93.4,3977.0,,,,,,http://www.estyn.gov.wales/provider/6762392
6762393,Ystrad Mynach Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lewis Street,Ystrad Mynach,Hengoed,,CF82 7AQ,01443812707,463.0,11.7,25.9,93.0,3948.0,,,,,,http://www.estyn.gov.wales/provider/6762393
6762394,Ysgol Gynradd Gymraeg Cwm Derwen,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Beech Grove,Oakdale,Blackwood,,NP12 0JL,01495226062,183.0,11.8,16.3,94.1,5896.0,,,,,,http://www.estyn.gov.wales/provider/6762394
6762395,Ysgol Penalltau,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Cwm Calon,Penallta,Ystrad Mynach,,CF82 6AP,01443862974,249.0,14.8,21.4,93.1,4360.0,,,,,,http://www.estyn.gov.wales/provider/6762395
6763310,St Helens RC Primary,676.0,Caerphilly,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Lansbury Park,Caerphilly,,,CF83 1QH,02920852532,232.0,15.2,21.6,93.4,4139.0,,,,,,http://www.estyn.gov.wales/provider/6763310
6764031,Newbridge School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Bridge Street,Newbridge,Newport,,NP11 5FR,01495243243,1009.0,20.9,19.2,87.8,5504.0,370.1,38.7,38.0,38.5,41.8,http://www.estyn.gov.wales/provider/6764031
6764046,Blackwood Comprehensive School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ty Isha Terrace,Cen Fforest,Blackwood,,NP12 1ER,01495225566,966.0,26.5,18.3,87.6,5610.0,327.9,36.7,33.0,31.8,37.9,http://www.estyn.gov.wales/provider/6764046
6764065,St Cenydd School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,St Cenydd Road,Trecenydd,Caerphilly,,CF83 2RP,02920852504,1007.0,32.5,19.1,85.3,6236.0,293.3,32.7,31.0,30.9,30.5,http://www.estyn.gov.wales/provider/6764065
6764068,Risca Community Comprehensive,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Pontymason Lane,Rogerstone,Newport,,NP11 6YY,01633612425,645.0,23.1,16.0,88.7,6137.0,300.6,38.9,30.4,31.8,28.5,http://www.estyn.gov.wales/provider/6764068
6764070,St Martin's School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Hillside,Caerphilly,,,CF83 1UW,02920858050,1031.0,19.5,14.9,87.9,5488.0,382.4,41.7,39.9,37.2,,http://www.estyn.gov.wales/provider/6764070
6764073,HEOLDDU COMPREHENSIVE SCHOOL,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Mountain Road,Bargoed,Caerphilly,,CF81 8XL,01443875531,694.0,34.5,14.7,87.7,6230.0,373.8,37.2,35.3,33.8,40.6,http://www.estyn.gov.wales/provider/6764073
6764075,Lewis School Pengam,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Gilfach,Bargoed,,,CF81 8LJ,01443873873,638.0,24.8,15.2,89.1,6355.0,371.9,36.5,35.2,33.5,38.9,http://www.estyn.gov.wales/provider/6764075
6764077,Lewis Girls' Comprehensive School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Oakfield Street,Ystrad Mynach,,,CF82 7WW,01443813168,668.0,26.2,17.3,88.8,5906.0,377.1,43.1,37.2,42.4,44.8,http://www.estyn.gov.wales/provider/6764077
6764093,Bedwas High School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Newport Road,Bedwas,Caerphilly,,CF83 8BJ,02920859800,711.0,33.9,17.3,87.5,5929.0,334.2,36.1,32.3,36.6,,http://www.estyn.gov.wales/provider/6764093
6764103,Ysgol Gyfun Cwm Rhymni,676.0,Caerphilly,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Heol Gelli Haf,Fleur De Lys,Blackwood,Caerphilly,NP12 3JQ,01443875227,1764.0,15.2,15.7,89.8,5756.0,371.1,41.1,38.2,37.4,41.1,http://www.estyn.gov.wales/provider/6764103
6764104,Islwyn High School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Waterloo,Oakdale,Blackwood,,NP12 0NU,01495233600,1043.0,22.2,19.3,89.1,6504.0,350.7,37.7,34.7,36.8,36.1,http://www.estyn.gov.wales/provider/6764104
6765500,Idris Davies School 3 to 18,676.0,Caerphilly,Middle,Community,EM,English medium,Middle (ages 3-19),---,Mill Field,Abertysswg,Rhymney,,NP22 5XF,01685846900,862.0,37.0,18.5,89.1,86.2,5874.0,351.2,34.9,32.6,29.5,http://www.estyn.gov.wales/provider/6765500
6767011,Trinity Fields School,676.0,Caerphilly,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Caerphilly Road,Ystrad Mynach,Hengoed,,CF82 7XW,01443866000,273.0,28157.0,,,,,,,,,http://www.estyn.gov.wales/provider/6767011
6772067,Bryn Bach Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Merthyr Road,Tredegar,Blaenau Gwent,,NP22 3RX,01495722569,237.0,20.3,19.7,92.2,4789.0,,,,,,http://www.estyn.gov.wales/provider/6772067
6772070,Glanhowy Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Coach Bach,Tredegar,Blaenau Gwent,,NP22 4RW,01495722312,303.0,31.7,25.3,92.5,5668.0,,,,,,http://www.estyn.gov.wales/provider/6772070
6772072,Deighton Junior and Infants,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stockton Way,Tredegar,Blaenau Gwent,,NP22 3ES,01495722567,254.0,44.3,25.8,88.3,5133.0,,,,,,http://www.estyn.gov.wales/provider/6772072
6772074,Georgetown Junior and Infants,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oakfield Road,Tredegar,Blaenau Gwent,,NP22 4LJ,01495717341,439.0,15.8,24.4,90.6,4263.0,,,,,,http://www.estyn.gov.wales/provider/6772074
6772179,SOFRYDD PRIMARY,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sofrydd Road,Crumlin,Newbridge,Blaenau Gwent,NP11 5DW,01495244003,148.0,32.8,19.6,92.0,6253.0,,,,,,http://www.estyn.gov.wales/provider/6772179
6772253,Cwm Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Canning Street,Cwm,Ebbw Vale,Blaenau Gwent,NP23 7RD,01495364825,222.0,28.0,22.0,91.5,5177.0,,,,,,http://www.estyn.gov.wales/provider/6772253
6772277,Beaufort Hill Primary,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beaufort Hill,Ebbw Vale,Blaenau Gwent,,NP23 5QD,01495302624,242.0,14.8,22.5,91.9,4826.0,,,,,,http://www.estyn.gov.wales/provider/6772277
6772278,Willowtown Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brynheulog Street,Willowtown,Ebbw Vale,Blaenau Gwent,NP23 6NJ,01495355400,493.0,30.7,25.0,89.9,4847.0,,,,,,http://www.estyn.gov.wales/provider/6772278
6772306,Blaen-y-Cwm Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blaenafon Road,Brynmawr,Blaenau Gwent,,NP23 4BR,01495313524,283.0,35.7,22.8,89.2,4956.0,,,,,,http://www.estyn.gov.wales/provider/6772306
6772307,Ysgol Gymraeg Brohelyg,677.0,Blaenau Gwent,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Rising Sun Industrial Estate,Blaina,Blaenau Gwent,,NP13 3DQ,01495355830,300.0,19.7,20.5,91.6,5727.0,,,,,,http://www.estyn.gov.wales/provider/6772307
6772309,GLYNCOED PRIMARY,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Badminton Grove,Ebbw Vale,Blaenau Gwent,,NP23 5UL,01495302402,341.0,24.3,22.7,89.1,4651.0,,,,,,http://www.estyn.gov.wales/provider/6772309
6772310,Rhos y Fedwen,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Honeyfield Road,Rassau,Ebbw Vale,Blaenau Gwent,NP23 5TA,01495356021,128.0,47.1,20.4,89.2,6754.0,,,,,,http://www.estyn.gov.wales/provider/6772310
6772311,Ystruth Primary,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,East Pentwyn,Blaina,Blaenau Gwent,,NP13 3XG,01495355990,340.0,22.6,24.3,90.0,5475.0,,,,,,http://www.estyn.gov.wales/provider/6772311
6772312,St. Illtyd's Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanhilleth,,,Abertillery,NP13 2JT,01495364830,183.0,29.7,15.7,91.7,5859.0,,,,,,http://www.estyn.gov.wales/provider/6772312
6772313,Coed y Garn Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Parrot Row,Blaina,Blaenau Gwent,,NP13 3AH,01495290044,180.0,30.2,19.7,87.4,6603.0,,,,,,http://www.estyn.gov.wales/provider/6772313
6773308,ST MARY'S ROMAN CATHOLIC,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Catholic Road,Brynmawr,Blaenau Gwent,,NP23 4EF,01495310596,232.0,33.7,26.9,91.0,4800.0,,,,,,http://www.estyn.gov.wales/provider/6773308
6773309,St. MARY'S CHURCH SCHOOL,677.0,Blaenau Gwent,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Intermediate Road,Brynmawr,Blaenau Gwent,,NP23 4SF,01495310525,239.0,14.2,25.1,92.4,4798.0,,,,,,http://www.estyn.gov.wales/provider/6773309
6773315,All Saints R.C. Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Heol yr Ysgol,Ebbw Vale,Blaenau Gwent,,NP23 6QF,01495303631,211.0,43.8,21.8,89.7,5034.0,,,,,,http://www.estyn.gov.wales/provider/6773315
6773316,St. Joseph's R.C. Primary,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Ashvale,Tredegar,Blaenau Gwent,,NP22 3RU,01495722899,111.0,35.8,21.2,92.1,6107.0,,,,,,http://www.estyn.gov.wales/provider/6773316
6774061,Tredegar Comprehensive School,677.0,Blaenau Gwent,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Stable Lane,Tredegar,Blaenau Gwent,,NP22 4BH,01495713000,719.0,22.6,14.3,85.6,6011.0,350.0,40.2,36.0,34.5,38.4,http://www.estyn.gov.wales/provider/6774061
6775401,Brynmawr Foundation School,677.0,Blaenau Gwent,Secondary,Foundation,EM,English medium,Secondary (ages 11-16),---,"Rhydw, Intermediate Road",Brynmawr,Blaenau Gwent,,NP23 4XT,01495310527,577.0,22.8,14.6,87.7,6199.0,353.5,38.8,33.1,33.6,23.0,http://www.estyn.gov.wales/provider/6775401
6775500,Ebbw Fawr Learning Community,677.0,Blaenau Gwent,Middle,Community,EM,English medium,Middle (ages 3-16),---,Lime Avenue,Ebbw Vale,Blaenau Gwent,,NP23 6GL,01495354690,1407.0,26.5,18.0,92.5,86.0,5874.0,351.7,37.7,35.9,36.6,http://www.estyn.gov.wales/provider/6775500
6775501,Abertillery Learning Community,677.0,Blaenau Gwent,Middle,Community,EM,English medium,Middle (ages 3-16),---,Alma Street,Abertillery,Blaenau Gwent,,NP13 1HN,01495355911,1666.0,28.7,17.9,91.3,87.3,5742.0,338.9,34.5,33.8,32.8,http://www.estyn.gov.wales/provider/6775501
6777011,Pen-y-Cwm Special School,677.0,Blaenau Gwent,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Strand Annealing Lane,Ebbw Vale,Blaenau Gwent,,NP23 6AN,01495357758,168.0,22489.0,,,,,,,,,http://www.estyn.gov.wales/provider/6777011
6777012,The River Centre 3-16 Learning Community,677.0,Blaenau Gwent,Special,Not Applicable,0 ,Not available,Special (without post-16 provision),---,Pontygof,,Ebbw Vale,Blaenau Gwent,NP23 6EH,01495357714,56.0,32762.0,,,,,,,,,http://www.estyn.gov.wales/provider/6777012
6782203,Llanyrafon Primary School,678.0,Torfaen,Primary,Community,EM,English medium,Infants & Juniors,---,Llanyrafon Way,Llanyrafon,Cwmbran,Torfaen,NP44 8HW,01633867130,393.0,8.4,24.4,93.6,4111.0,,,,,,http://www.estyn.gov.wales/provider/6782203
6782204,Maendy Junior and Infants,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wayfield Crescent,Cwmbran,Torfaen,,NP44 1NH,01495742780,243.0,40.1,21.7,91.8,6156.0,,,,,,http://www.estyn.gov.wales/provider/6782204
6782205,Llantarnam Community Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llantarnam Road,Llantarnam,Cwmbran,Torfaen,NP44 3XB,01633480039,369.0,15.1,22.7,93.2,4549.0,,,,,,http://www.estyn.gov.wales/provider/6782205
6782211,Pontnewydd Primary & Nursery,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryncelyn Road,Pontnewydd,Cwmbran,Torfaen,NP44 1JW,01633483307,369.0,35.1,18.6,92.2,5977.0,,,,,,http://www.estyn.gov.wales/provider/6782211
6782249,Greenmeadow Primary,678.0,Torfaen,Primary,Community,EM,English medium,Infants & Juniors,---,Greenmeadow,,Cwmbran,Torfaen,NP44 5YY,01633484320,184.0,23.4,21.4,92.5,5355.0,,,,,,http://www.estyn.gov.wales/provider/6782249
6782298,Cwmffrwdoer Primary,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waunddu,Pontnewynydd,Pontypool,Torfaen,NP4 6QZ,01495742761,233.0,32.2,22.0,93.0,4762.0,,,,,,http://www.estyn.gov.wales/provider/6782298
6782308,George Street Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wainfelin Road,Pontypool,Torfaen,,NP4 6BX,01495756436,422.0,33.4,23.1,91.5,4407.0,,,,,,http://www.estyn.gov.wales/provider/6782308
6782312,Ysgol Gymraeg Cwmbran Primary,678.0,Torfaen,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Henllys Way,St Dials,Cwmbran,Torfaen,NP44 4HB,01633483383,293.0,24.3,17.8,92.9,4399.0,,,,,,http://www.estyn.gov.wales/provider/6782312
6782315,Garnteg Primary,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hillcrest,Garndiffaith,Pontypool,Torfaen,NP4 7SJ,01495742934,388.0,36.2,20.8,91.7,4551.0,,,,,,http://www.estyn.gov.wales/provider/6782315
6782318,YSGOL BRYN ONNEN,678.0,Torfaen,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Varteg Road,Pontypool,Torfaen,,NP4 7RT,01495772284,179.0,20.3,15.5,92.1,4966.0,,,,,,http://www.estyn.gov.wales/provider/6782318
6782319,Woodlands Community Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thornhill Road,Upper Cwmbran,Cwmbran,Torfaen,NP44 5UA,01633647488,341.0,30.0,20.6,92.9,4811.0,,,,,,http://www.estyn.gov.wales/provider/6782319
6782320,New Inn Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Off Golf Road,New Inn,Pontypool,Torfaen,NP4 0NG,01495742320,567.0,10.7,23.2,92.5,4174.0,,,,,,http://www.estyn.gov.wales/provider/6782320
6782321,Griffithstown Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Florence Place,Griffithstown,Pontypool,Torfaen,NP4 5DN,01495759679,383.0,19.4,23.9,92.6,4441.0,,,,,,http://www.estyn.gov.wales/provider/6782321
6782322,Penygarn Community Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penygarn Road,Penygarn,Pontypool,,NP4 8JR,01495742090,403.0,51.1,21.5,91.0,4709.0,,,,,,http://www.estyn.gov.wales/provider/6782322
6782323,Blenheim Road Community Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blenheim Road,St Dials,Cwmbran,,NP44 4SZ,01633484655,281.0,38.6,27.1,89.8,5019.0,,,,,,http://www.estyn.gov.wales/provider/6782323
6782324,Coed Eva Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Teynes,Coed Eva,Cwmbran,Torfaen,NP44 4TG,01633484131,482.0,22.2,25.7,91.6,4428.0,,,,,,http://www.estyn.gov.wales/provider/6782324
6782325,Croesyceiliog Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,North Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2LL,01633624114,389.0,18.9,22.4,92.7,4476.0,,,,,,http://www.estyn.gov.wales/provider/6782325
6782326,Nant Celyn Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Henllys Way,Cwmbran,,,NP44 7DJ,01633624170,469.0,32.0,21.6,91.8,6238.0,,,,,,http://www.estyn.gov.wales/provider/6782326
6782327,Ysgol Panteg,678.0,Torfaen,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Station Road,Griffithstown,,Pontypool,NP4 5HP,01495762581,415.0,19.8,20.0,93.2,4301.0,,,,,,http://www.estyn.gov.wales/provider/6782327
6783028,Blaenavon Heritage VC Primary School,678.0,Torfaen,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Blaenavon Community Campus,Middle Coed Cae Road,Blaenavon,Torfaen,NP4 9AW,01495766500,472.0,26.6,27.6,91.9,4868.0,,,,,,http://www.estyn.gov.wales/provider/6783028
6783321,Cwmbran R.C. Jnr. & Infts.,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Victoria Street,Cwmbran,Torfaen,,NP44 3JR,01633484673,221.0,12.6,23.2,94.2,4659.0,,,,,,http://www.estyn.gov.wales/provider/6783321
6783324,St. Davids Cwmbran R.C. School,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Caldicot Way,Pontrhydyrun,Cwmbran,Torfaen,NP44 1UF,01633482580,236.0,20.7,25.7,94.3,4564.0,,,,,,http://www.estyn.gov.wales/provider/6783324
6783330,Henllys Church in Wales,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Ty Canol Way,Cwmbran,Torfaen,,NP44 6JA,01633877796,179.0,7.8,22.4,94.7,4727.0,,,,,,http://www.estyn.gov.wales/provider/6783330
6783331,Padre Pio RC Primary School,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Conway Road,Pontypool,Torfaen,,NP4 6HL,01495742074,189.0,18.9,22.1,91.6,4584.0,,,,,,http://www.estyn.gov.wales/provider/6783331
6783332,PONTHIR CHURCH IN WALES SCHOOL,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Caerleon Road,Ponthir,Torfaen,,NP18 1GA,01633620999,98.0,3.1,18.8,94.3,5488.0,,,,,,http://www.estyn.gov.wales/provider/6783332
6784051,Croesyceiliog School,678.0,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Woodland Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2YB,01633645900,1179.0,21.1,17.8,88.6,5919.0,351.9,39.4,36.4,32.6,39.4,http://www.estyn.gov.wales/provider/6784051
