School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url,latitude,longitude
6792246,Thornwell Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thornwell Road,Bulwark,Chepstow,Monmouthshire,NP16 5NT,01291623390,275,,,,,,,,,,,51.6251137,-2.6695798
6792261,Durand Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Alianore Road,Caldicot,Monmouthshire,,NP26 5DF,01291422296,226,,,,,,,,,,,51.5865017,-2.7511565
6792263,Llandogo Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Llandogo,Homlfield Drive,Monmouth,Monmouthshire,NP25 4TJ,01594530388,58,,,,,,,,,,,51.7356138,-2.6857598
6792299,Shirenewton Primary School,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Shirenewton,Chepstow,Monmouthshire,,NP16 6RN,01291641774,196,,,,,,,,,,,51.6427308,-2.7533338
6792301,Trellech Junior & Infants,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Trellech,Monmouth,Monmouthshire,,NP25 4PA,01600860395,173,,,,,,,,,,,51.7458921,-2.7242411
6792303,The Dell Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Welsh Street,Chepstow,Monmouthshire,,NP16 5UQ,01291635641,399,,,,,,,,,,,51.6436035,-2.6805934
6792304,Overmonnow Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rockfield Road,Monmouth,Monmouthshire,,NP25 5BA,01600713458,371,,,,,,,,,,,51.8104277,-2.7263317
6792305,Cross Ash County Primary School,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Cross Ash,Abergavenny,Monmouthshire,,NP7 8PL,01873821427,175,,,,,,,,,,,51.8741958,-2.864078
6792317,Ysgol Gymraeg Y Fenni,679,Monmouthshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,St David's Road,Abergavenny,,,NP7 6HF,01873852388,270,,,,,,,,,,,51.83480489999999,-3.0089557
6792318,YSGOL GYMRAEG Y FFIN,679,Monmouthshire,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",---,Sandy Lane,Caldicot,,,NP26 4NQ,01291420331,140,,,,,,,,,,,51.5959307,-2.7575207
6792319,Cantref Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Harold Road,Abergavenny,Monmouthshire,,NP7 7DG,01873854697,236,,,,,,,,,,,51.8272823,-3.0265529
6792321,KYMIN VIEW PRIMARY SCHOOL,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wyesham Road,Monmouth,,,NP25 3JR,01600714146,150,,,,,,,,,,,51.8060823,-2.6998291
6792322,Castle Park Primary School,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Church Road,Caldicot,Monmouthshire,,NP26 4HN,01291420465,187,,,,,,,,,,,51.59346190000001,-2.7490184
6792323,Llanfoist Fawr Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Llanfoist,Abergavenny,Monmouthshire,,NP7 9FD,01873853093,210,,,,,,,,,,,51.8112242,-3.0283849
6792324,Dewstow,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Green Lane,Caldicot,Newport,Monmouthshire,NP26 4EE,01291636360,227,,,,,,,,,,,51.59198,-2.7582599
6792325,Ysgol Gymraeg Trefynwy,679,Monmouthshire,Primary,Not Applicable,0 ,Not available,"Nursery, Infants & Juniors",Not available,Rockfield Road,,,Monmouth,NP25 5BA,,,,,,,,,,,,,51.8102491,-2.7266696
6793004,Llantilio Pertholey CV Primary,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Hillgrove Avenue,Mardy  Abergavenny,Monmouthshire,,NP7 6LZ,01873853746,200,,,,,,,,,,,51.83998070000001,-3.0092213
6793022,Usk Primary School,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Monmouth Road,Usk,Monmouthshire,,NP15 1SE,01291673818,253,,,,,,,,,,,51.7052486,-2.8993255
6793031,Raglan Primary,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales, STATION ROAD,RAGLAN,Monmouthshire,,NP15 2EN,01291690704,170,,,,,,,,,,,51.7642345,-2.8485602
6793032,Osbaston Church in Wales School,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Osbaston Road,Osbaston,Monmouth,Monmouthshire,NP25 3AX,01600775070,210,,,,,,,,,,,51.8195029,-2.7176846
6793310,Magor V A Primary School,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Sycamore Terrace,Magor,Newport,Monmouthshire,NP26 3EG,01633880327,301,,,,,,,,,,,51.57971819999999,-2.8300432
6793317,Our Lady & St Michael's RC,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,14  Pen Y Pound Road,Abergavenny,Monmouthshire,,NP7 5UD,01873735080,201,,,,,,,,,,,51.8266281,-3.0220306
6793326,ST MARY'S R.C.P.SCHOOL,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Bulwark Road,Chepstow,Monmouthshire,,NP16 5JE,01291623006,127,,,,,,,,,,,51.63643219999999,-2.6781877
6793327,ARCHBISHOP ROWAN WILLIAMS VA,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Crick Road,Portskewett,Monmouthshire,,NP26 5UL,01291420526,200,,,,,,,,,,,51.59169079999999,-2.727304
6794060,Monmouth Comprehensive School,679,Monmouthshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Old Dixton Road,Monmouth,Monmouthshire,,NP25 3YT,01600775177,1695,,,,,,,,,,,51.8147738,-2.7097562
6794065,Chepstow Comprehensive School,679,Monmouthshire,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),---,Welsh Street,Chepstow,Monmouthshire,,NP16 5LR,01291635777,799,,,,,,,,,,,51.6471346,-2.6839126
6794066,Caldicot School,679,Monmouthshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Mill Lane,Caldicot,Monmouthshire,,NP26 5XA,01291426436,1326,,,,,,,,,,,51.5888078,-2.7518152
6795500,King Henry VIII 319,679,Monmouthshire,Middle,Community,EM,English medium,Middle (ages 3-19),Not available,Old Hereford Road,Abergavenny,Monmouthshire,,NP7 6EP,01873735373,1315,,,,,,,,,,,51.8315467,-3.0193302
6801019,Newport Nursery School,680,Newport,Nursery,Not Applicable,0 ,Not available,Nursery,Not available,Newport Nursery School,Church Road,Newport,,NP19 7EJ,01633259415,80,,,,,,,,,,,51.5929266,-2.9840038
6802003,Clytha Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryngwyn Road,Newport,,,NP20 4JT,01633265266,238,,,,,,,,,,,51.5848467,-3.0114238
6802004,Crindau Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ailesbury Street,Newport,,,NP20 5ND,01633858268,363,,,,,,,,,,,51.5990398,-2.996401
6802009,Eveswell Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Chepstow Road,Newport,,,NP19 8GX,01633272142,478,,,,,,,,,,,51.5895485,-2.9733873
6802017,Maesglas Primary & Nursery,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesglas Road,Newport,,,NP20 3DG,01633816047,302,,,,,,,,,,,51.5678194,-3.0108166
6802019,Maindee Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rodney Road,Newport,,,NP19 0AP,01633263309,550,,,,,,,,,,,51.5869452,-2.9872531
6802022,Malpas Court Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Whittle Drive,Newport,,,NP20 6NS,01633855005,229,,,,,,,,,,,51.6172518,-3.0132838
6802027,St. Woolos Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stow Hill,Newport,,,NP20 4DW,01633265792,352,,,,,,,,,,,51.5849188,-2.9973335
6802030,Somerton Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hawthorn Fosse,Newport,,,NP19 9AB,01633272504,183,,,,,,,,,,,51.5870425,-2.9597785
6802039,Glasllwch Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Melbourne Way,Newport,,,NP20 3RH,01633266398,240,,,,,,,,,,,51.58199279999999,-3.0278177
6802043,Malpas Park Jnr & Infts.,680,Newport,Primary,Community,EM,English medium,Infants & Juniors,---,Wavell Drive,Malpas,Newport,,NP20 6LE,01633675900,235,,,,,,,,,,,51.6168235,-3.0069887
6802209,Langstone Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Old Roman Road,Langstone,Newport,,NP18 2JU,01633412200,341,,,,,,,,,,,51.6125804,-2.893095
6802224,Llanmartin Junior & Infants,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waltwood Road,Llanmartin,Newport,,NP18 2HB,01633412660,148,,,,,,,,,,,51.5945384,-2.8932861
6802236,Marshfield Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Marshfield Road,Castleton,Newport,,CF3 2UW,01633680303,459,,,,,,,,,,,51.5403138,-3.075637
6802258,Mount Pleasant Primary,680,Newport,Primary,Community,EM,English medium,Infants & Juniors,---,Ruskin Avenue,Rogerstone,Newport,,NP10 0AB,01633894820,270,,,,,,,,,,,51.5943116,-3.0481358
6802276,Rogerstone Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ebenezer Drive,Highcross Estate,Rogerstone,Newport,NP10 9YX,01633831610,489,,,,,,,,,,,51.5863674,-3.049806
6802295,HIGH CROSS PRIMARY SCHOOL,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,High Cross Drive,High Cross,Rogerstone,Newport,NP10 9AB,01633895472,264,,,,,,,,,,,51.58600029999999,-3.0397052
6802300,Pentrepoeth Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryn Hedydd,Cwm Cwddy Drive,Bassaleg,Newport,NP10 8JN,01633896101,457,,,,,,,,,,,51.5775797,-3.0602189
6802302,Pillgwenlly Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Capel Crescent,Newport,,,NP20 2FT,01633265268,658,,,,,,,,,,,51.5740263,-2.9955622
6802314,Ysgol Gymraeg Casnewydd,680,Newport,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Hartridge Farm Road,Casnewydd,,,NP18 2LN,01633290270,380,,,,,,,,,,,51.5848568,-2.9345422
6802315,Alway Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Aberthaw Road,Newport,,,NP19 9QP,01633277905,393,,,,,,,,,,,51.5862053,-2.951947
6802316,RINGLAND PRIMARY,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dunstable Road,Newport,,,NP19 9LU,01633272308,209,,,,,,,,,,,51.5887936,-2.9383857
6802317,Millbrook Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, PARRET ROAD,BETTWS,,,NP20 7DQ,01633855100,292,,,,,,,,,,,51.6119095,-3.018524
6802318,Monnow Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Darent Close,Newport,,,NP20 7SQ,01633852636,385,,,,,,,,,,,51.6104938,-3.0316361
6802319,Glan Usk Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bank Street,Newport,,,NP19 7HF,01633259445,667,,,,,,,,,,,51.6010642,-2.9870662
6802320,Ysgol Gymraeg Ifor Hael,680,Newport,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Clos Meon,Bettws,Newport,,NP20 7DU,01633414694,196,,,,,,,,,,,51.6113678,-3.0172307
6802321,Lliswerry Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Nash Road,Newport,,,NP19 4NG,01633277015,622,,,,,,,,,,,51.5791536,-2.9575983
6802322,St. Julians Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beaufort Road,Newport,,,NP19 7UB,01633259563,665,,,,,,,,,,,51.6002011,-2.9644944
6802323,Ysgol Gymraeg Bro Teyrnon,680,Newport,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Brynglas Drive,Casnewydd,,,NP20 5QS,01633850804,205,,,,,,,,,,,51.60694119999999,-2.9998395
6802324,Caerleon Lodge Hill Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lodge Hill,Caerleon,Newport,,NP18 3BY,01633414904,332,,,,,,,,,,,51.6167476,-2.9694918
6802325,St Andrews Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Milner Street,Newport,,,NP19 0GR,01633257261,744,,,,,,,,,,,51.58118220000001,-2.9708757
6802326,Gaer Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gaer Road,Newport,,,NP20 3GY,01633263407,488,,,,,,,,,,,51.5763778,-3.0165583
6802327,Tredegar Park Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Partridge Way,Duffryn,,Newport,NP10 8WP,01633817161,445,,,,,,,,,,,51.5625467,-3.0184762
6802328,Jubilee Park Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,temp postcode,,Rogerstone,Newport,NP10 9NL,01633414630,370,,,,,,,,,,,51.58374329999999,-3.0579198
6802329,Milton Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hendre Farm Drive,,,Newport,NP19 9HB,01633273505,487,,,,,,,,,,,51.5960015,-2.9293263
6802330,Glan Llyn Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bessemer Drive,,Newport,,NP19 4EB,01633414616,412,,,,,,,,,,,51.5773619,-2.935951
6802331,Ysgol Gymraeg Nant Gwenlli,680,Newport,Primary,Community,WM,Welsh medium,Nursery & Infants,Not available,ROMAN WAY,CAERLEON,,NEWPORT,NP18 3DY,01633414698,32,,,,,,,,,,,51.6159855,-2.9702798
6803002,Malpas Church in Wales Primary School,680,Newport,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Yewberry Close,Malpas,,Newport,NP20 6WJ,01633439255,296,,,,,,,,,,,51.6097822,-3.001913
6803300,St. Davids Primary,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Park Crescent,Newport,,,NP20 3AQ,01633816027,212,,,,,,,,,,,51.5695431,-3.0194398
6803301,St Josephs R.C. Jnr. & Infts,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Fairoak Avenue,Newport,,,NP19 8FW,01633258801,206,,,,,,,,,,,51.5928843,-2.979615
6803302,St Marys Primary School,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Queens Hill,Newport,,,NP20 5HJ,01633840490,412,,,,,,,,,,,51.592019,-3.0011204
6803304,St Michael's RC Primary School,680,Newport,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Baldwin Close,Newport,,,NP20 2LW,01633262078,250,,,,,,,,,,,51.5741151,-2.9935176
6803305,St Patricks R.C. Primary,680,Newport,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Fairfax Road,Newport,,,NP19 0HR,01633272488,248,,,,,,,,,,,51.584151,-2.9666465
6803306,St. Gabriel's R.C.,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Ringland Circle,Newport,,,NP19 9PQ,01633273937,197,,,,,,,,,,,51.5919126,-2.9386446
6803313,Charles Williams Church In Wales Primary School,680,Newport,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,High Street,Caerleon,,,NP18 1AZ,01633423497,517,,,,,,,,,,,51.61043,-2.9566641
6804003,St Julian's School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Heather Road,St Julian's,Newport,,NP19 7XU,01633224490,1417,,,,,,,,,,,51.60066399999999,-2.976876
6804020,The John Frost School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,"Lighthouse Road,",Duffryn,Newport,,NP10 8YD,01633654100,1414,,,,,,,,,,,51.5577654,-3.0109513
6804021,Llanwern High School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Hartridge Farm Road,Newport,,,NP18 2YE,01633411116,1054,,,,,,,,,,,51.5862671,-2.9320145
6804025,Newport High School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Bettws Lane,Newport,,,NP20 7YB,01633820100,1105,,,,,,,,,,,51.6072291,-3.0155918
6804026,Lliswerry High School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Nash Road,Newport,,,NP19 4RP,01633277867,1103,,,,,,,,,,,51.571549,-2.9534736
6804030,Bassaleg School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Forge Lane,Bassaleg,Newport,,NP10 8NF,01633892191,1821,,,,,,,,,,,51.5760265,-3.0458985
6804059,Caerleon Comprehensive School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Cold Bath Road,Caerleon,Newport,,NP18 1NF,01633420106,1468,,,,,,,,,,,51.6105432,-2.9610786
6804060,Ysgol Gyfun Gwent Is Coed,680,Newport,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Duffryn Way,Duffryn,Newport,,NP10 8BX,01633851614,537,,,,,,,,,,,51.5591848,-3.0134934
6804602,St Joseph's RC High School,680,Newport,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Pencarn Way,Tredegar Park,Newport,,NP10 8XH,01633653110,1459,,,,,,,,,,,51.5571254,-3.0242527
6807002,MAES EBBW SCHOOL,680,Newport,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Maesglas Road,Maesglas,Newport,,NP20 3DG,01633815480,159,,,,,,,,,,,51.5678401,-3.0129743
6807004,Ysgol Bryn Derw,680,Newport,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Melfort Road,,,Newport,NP20 3FQ,01633414988,112,,,,,,,,,,,51.5777866,-3.0161913
6811003,GRANGETOWN NURSERY SCHOOL,681,Cardiff,Nursery,Not Applicable,0 ,Not available,Nursery,---,Avondale Road,Grangetown,Cardiff,,CF11 7DT,02920345026,93,,,,,,,,,,,51.463365,-3.1800005
6811017,TREMORFA NURSERY,681,Cardiff,Nursery,Not Applicable,0 ,Not available,Nursery,---,"Willows High School, Willows Avenue",Splott,Cardiff,,CF24 2YE,02920462581,46,,,,,,,,,,,51.484275,-3.1373504
6811018,Ely and Caerau Children's Centre,681,Cardiff,Nursery,Not Applicable,0 ,Not available,Nursery,---,Michaelston Road,Ely,Cardiff,,CF5 4SX,02920671421,75,,,,,,,,,,,51.4728495,-3.2701569
6812001,MILLBANK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Clarke Street,Caerau,Cardiff,,CF5 5AL,02920562595,249,,,,,,,,,,,51.4828998,-3.2312049
6812003,ADAMSDOWN PRIMARY,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,System Street,Adamsdown,Cardiff,,CF24 0JF,02920493600,404,,,,,,,,,,,51.48316639999999,-3.1592939
6812005,ALBANY PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Albany Road,Roath,Cardiff,,CF24 3RR,02920499520,434,,,,,,,,,,,51.4933066,-3.1681305
6812007,ALLENSBANK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanishen Street,Gabalfa,Cardiff,,CF14 3QE,02920619022,199,,,,,,,,,,,51.5022357,-3.1859983
6812009,BADEN POWELL PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Muirton Road,Splott,Cardiff,,CF24 2SJ,02920461894,310,,,,,,,,,,,51.4849816,-3.1427149
6812011,BIRCHGROVE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Birchgrove Road,Heath,Cardiff,,CF14 1RR,02920628204,400,,,,,,,,,,,51.5107042,-3.2010177
6812015,TRELAI PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bishopston Road,Caerau,Cardiff,,CF5 5DY,02920402814,341,,,,,,,,,,,51.4760513,-3.2365099
6812017,FAIRWATER PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Wellwright Road,Fairwater,Cardiff,,CF5 3ED,02920563160,156,,,,,,,,,,,51.48871159999999,-3.2457112
6812019,GABALFA PRIMARY,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Colwill Road,Llandaff North,Cardiff,,CF14 2QQ,02920624615,246,,,,,,,,,,,51.50053519999999,-3.2159119
6812031,Kitchener Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,1 Kitchener Road,Riverside,Cardiff,,CF11 6HT,02920387505,455,,,,,,,,,,,51.47854659999999,-3.2002006
6812033,LANSDOWNE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Norfolk Street,Canton,Cardiff,,CF5 1JY,02920383184,320,,,,,,,,,,,51.48182019999999,-3.2140326
6812037,MOORLAND PRIMARY,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Moorland Road,Splott,Cardiff,,CF24 2LJ,02920462170,395,,,,,,,,,,,51.4799503,-3.1469753
6812039,Radnor Primary School,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Radnor Road,Canton,Cardiff,,CF5 1RB,02920387506,250,,,,,,,,,,,51.4842729,-3.2080421
6812041,RHYDYPENAU PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rhyd Y Penau Road,Cyncoed,Cardiff,,CF14 0NX,02920757253,500,,,,,,,,,,,51.5221412,-3.1783368
6812043,ROATH PARK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pen-Y-Wain Road,Roath,Cardiff,,CF24 4BB,02920499549,466,,,,,,,,,,,51.4976482,-3.1699085
6812045,GREENWAY PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanstephan Road,Rumney,Cardiff,,CF3 3JG,02920777048,247,,,,,,,,,,,51.5092319,-3.1222352
